出發日期,星期,出發時間,出發時段,出發機場代號,抵達時間,抵達時段,抵達機場代號,航空公司,航空聯盟,停靠站數量,停留時間,飛行時間,飛行時間_分鐘,是否過夜,是否為平日,機型,機型分類,航班代碼,艙等,假期,平均價格,最低價格,中位數價格,價格變異,隨機購買平均價格,最低價格剩餘天數,筆數,平均價格_log,最低價格_log,價格變異_log,中位數價格_log,最低價格剩餘天數_log,Region,經濟指標,機場指標,competing_flights,預測最低價格_rf,預測最低價格_svr,預測最低價格_xgb,效能_rf,效能_svr,效能_xgb
2025-01-27,星期一,上午9:30,上午班機,TSA,下午1:20,下午抵達,HND,日本航空,3,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787,1,JL 96,商務艙,2,36452,34824,35066.0,10062425.13,36911.75,51,65,10.5,10.46,16.12,10.47,3.95,日本,-0.84717,0.7560275,4,,,,,,
2025-01-27,星期一,下午1:30,下午班機,TSA,下午5:30,下午抵達,HND,全日空航空,1,直達航班。,Non-stop,3 小時,180,No,1,Boeing 787,1,NH 852,經濟艙,2,22724,16120,20029.0,31592835.4,18546.0,4,90,10.03,9.69,17.27,9.9,1.61,日本,-0.84717,0.7560275,8,,,,,,
2025-01-27,星期一,下午4:50,下午班機,TSA,晚上8:40,晚間抵達,HND,全日空航空,1,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787,1,NH 854,經濟艙,2,24691,16483,23973.0,22552984.4,22124.5,91,88,10.11,9.71,16.93,10.08,4.52,日本,-0.84717,0.7560275,8,15182.396994247585,16063.63517502393,15175.5,0.3137744584398479,0.2739435840347158,0.31408619403828336
2025-01-27,星期一,下午1:30,下午班機,TSA,下午5:30,下午抵達,HND,全日空航空,1,直達航班。,Non-stop,3 小時,180,No,1,Boeing 787,1,NH 852,商務艙,2,35888,34532,34897.0,10185051.93,34630.25,51,82,10.49,10.45,16.14,10.46,3.95,日本,-0.84717,0.7560275,8,34127.15398018257,34150.61237039546,33979.016,0.014527646199996504,0.013850250275540658,0.01880536164191711
2025-01-27,星期一,下午4:50,下午班機,TSA,晚上8:40,晚間抵達,HND,全日空航空,1,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787,1,NH 854,商務艙,2,34695,34532,34553.0,34289.52,34639.5,51,81,10.45,10.45,10.44,10.45,3.95,日本,-0.84717,0.7560275,8,,,,,,
2025-01-27,星期一,下午3:35,下午班機,TSA,晚上7:25,晚間抵達,HND,日本航空,3,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787,1,JL 98,經濟艙,2,15829,13337,14946.0,6782734.63,15763.25,4,90,9.67,9.5,15.73,9.61,1.61,日本,-0.84717,0.7560275,8,,,,,,
2025-01-27,星期一,下午3:35,下午班機,TSA,晚上7:25,晚間抵達,HND,日本航空,3,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787,1,JL 98,商務艙,2,34925,34824,34845.0,13761.8,34835.0,51,90,10.46,10.46,9.53,10.46,3.95,日本,-0.84717,0.7560275,8,,,,,,
2025-01-27,星期一,下午4:30,下午班機,TSA,晚上8:20,晚間抵達,HND,長榮航空,1,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787-10,1,BR 190,經濟艙,2,15248,14732,15020.0,406667.01,15175.75,4,89,9.63,9.6,12.92,9.62,1.61,日本,-0.84717,0.7560275,8,,,,,,
2025-01-27,星期一,下午4:30,下午班機,TSA,晚上8:20,晚間抵達,HND,長榮航空,1,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787-10,1,BR 190,商務艙,2,31022,30522,30550.0,5621102.09,30707.75,82,89,10.34,10.33,15.54,10.33,4.42,日本,-0.84717,0.7560275,8,,,,,,
2025-01-27,星期一,凌晨12:10,凌晨班機,TPE,凌晨4:00,凌晨抵達,HND,台灣虎航,6,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Airbus A320,0,IT 216,經濟艙,2,12799,9799,11799.0,3325842.7,12549.0,46,90,9.46,9.19,15.02,9.38,3.85,日本,-0.84717,0.7560275,1,9623.179480594072,8602.095728452017,9664.229,0.23315168693967075,0.3145194255755823,0.22988058684954976
2025-01-27,星期一,清晨7:15,早晨班機,TSA,上午11:05,上午抵達,HND,長榮航空,1,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787-10,1,BR 192,經濟艙,2,18113,15041,17842.0,6531512.61,15518.25,4,90,9.8,9.62,15.69,9.79,1.61,日本,-0.84717,0.7560275,2,18228.57387271534,17333.39955871317,17976.14,-0.17465396373401254,-0.11696870192922323,-0.15838710067178965
2025-01-27,星期一,清晨7:15,早晨班機,TSA,上午11:05,上午抵達,HND,長榮航空,1,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Boeing 787-10,1,BR 192,商務艙,2,41616,30544,45188.0,108496359.91,45512.25,49,90,10.64,10.33,18.5,10.72,3.91,日本,-0.84717,0.7560275,2,,,,,,
2025-01-27,星期一,下午6:25,晚間班機,TSA,晚上10:15,晚間抵達,HND,中華航空,2,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Airbus A330,1,CI 222,經濟艙,2,15043,13762,14336.0,10024176.0,14518.75,86,90,9.62,9.53,16.12,9.57,4.47,日本,-0.84717,0.7560275,3,13325.402571432554,13048.305827050934,13261.097,0.08219353791252315,0.10127897876532528,0.08662269963409384
2025-01-27,星期一,下午6:25,晚間班機,TSA,晚上10:15,晚間抵達,HND,中華航空,2,直達航班。,Non-stop,2 小時 50 分鐘,170,No,1,Airbus A330,1,CI 222,商務艙,2,30888,29599,29628.0,12859369.53,29614.5,82,90,10.34,10.3,16.37,10.3,4.42,日本,-0.84717,0.7560275,3,26262.02415869467,25853.91786750447,26313.023,0.11320386436729749,0.1269844884261267,0.11148175935774705
2025-01-27,星期一,晚上8:55,晚間班機,TPE,"凌晨12:55 (星期二, 1月 28)",凌晨抵達,HND,樂桃航空,6,直達航班。,Non-stop,3 小時,180,No,1,Airbus A320neo,0,MM 860,經濟艙,2,9564,6540,9940.0,2581474.41,9215.0,44,90,9.17,8.79,14.76,9.2,3.81,日本,-0.84717,0.7560275,3,,,,,,
2025-01-27,星期一,上午10:45,上午班機,TPE,下午2:20,下午抵達,ICN,易斯達航空,6,直達航班。,Non-stop,2 小時 35 分鐘,155,No,1,Boeing 737,0,ZE 882,經濟艙,2,9931,9600,10200.0,87639.08,9750.0,91,67,9.2,9.17,11.38,9.23,4.52,韓國,-0.059982,1.5913391,1,,,,,,
2025-01-27,星期一,下午3:45,下午班機,TPE,晚上7:15,晚間抵達,ICN,中華航空,2,直達航班。,Non-stop,2 小時 30 分鐘,150,No,1,Airbus A330,1,CI 162,經濟艙,2,10711,9359,10713.0,532095.56,11080.0,23,91,9.28,9.14,13.18,9.28,3.18,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,下午3:45,下午班機,TPE,晚上7:15,晚間抵達,ICN,中華航空,2,直達航班。,Non-stop,2 小時 30 分鐘,150,No,1,Airbus A330,1,CI 162,商務艙,2,21623,10550,21746.0,1377664.39,18954.0,26,91,9.98,9.26,14.14,9.99,3.3,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,中午12:25,下午班機,TPE,下午3:50,下午抵達,ICN,大韓航空,2,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Boeing 787-10,1,KE 186,經濟艙,2,14157,11869,14164.5,1371872.29,13862.25,82,84,9.56,9.38,14.13,9.56,4.42,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,中午12:25,下午班機,TPE,下午3:50,下午抵達,ICN,大韓航空,2,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Boeing 787-10,1,KE 186,商務艙,2,18945,13981,18751.0,3755272.14,19483.0,26,79,9.85,9.55,15.14,9.84,3.3,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,下午1:35,下午班機,TPE,下午5:00,下午抵達,ICN,濟州航空,4,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Boeing 737,0,7C 2602,經濟艙,2,9617,8552,9701.0,50020.34,9408.0,56,89,9.17,9.05,10.82,9.18,4.04,韓國,-0.059982,1.5913391,12,6265.145822873502,5923.953739069655,6262.157,0.33406188107211926,0.3703280464424261,0.3343795464963329
2025-01-27,星期一,中午12:40,下午班機,TPE,下午4:05,下午抵達,ICN,真航空,6,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Boeing 777,1,LJ 732,經濟艙,2,10826,8076,10378.0,1013476.21,11075.25,59,91,9.29,9.0,13.83,9.25,4.09,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,下午3:15,下午班機,TPE,下午6:45,晚間抵達,ICN,長榮航空,1,直達航班。,Non-stop,2 小時 30 分鐘,150,No,1,Boeing 787-10,1,BR 160,經濟艙,2,11829,10613,11312.0,1496208.78,11191.0,5,91,9.38,9.27,14.22,9.33,1.79,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,下午3:15,下午班機,TPE,下午6:45,晚間抵達,ICN,長榮航空,1,直達航班。,Non-stop,2 小時 30 分鐘,150,No,1,Boeing 787-10,1,BR 160,商務艙,2,22459,10841,22588.0,1516585.15,22578.25,26,91,10.02,9.29,14.23,10.03,3.3,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,下午1:40,下午班機,TPE,下午5:00,下午抵達,ICN,韓亞航空,1,直達航班。,Non-stop,2 小時 20 分鐘,140,No,1,Airbus A380,2,OZ 712,經濟艙,2,13264,10425,11866.0,3316953.83,13816.25,40,91,9.49,9.25,15.01,9.38,3.71,韓國,-0.059982,1.5913391,12,10737.74599784732,8460.502911741918,10608.32,0.22281762433024013,0.38764115358784634,0.23218526644349952
2025-01-27,星期一,下午5:10,下午班機,TPE,晚上8:30,晚間抵達,ICN,韓亞航空,1,直達航班。,Non-stop,2 小時 20 分鐘,140,No,1,Airbus A330,1,OZ 714,經濟艙,2,14471,8949,15766.0,6106021.78,13252.25,80,91,9.58,9.1,15.62,9.67,4.39,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,下午1:40,下午班機,TPE,下午5:00,下午抵達,ICN,韓亞航空,1,直達航班。,Non-stop,2 小時 20 分鐘,140,No,1,Airbus A380,2,OZ 712,商務艙,2,17616,13936,16700.0,3779492.67,16700.0,26,91,9.78,9.54,15.15,9.72,3.3,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,下午5:10,下午班機,TPE,晚上8:30,晚間抵達,ICN,韓亞航空,1,直達航班。,Non-stop,2 小時 20 分鐘,140,No,1,Airbus A330,1,OZ 714,商務艙,2,17416,15837,16700.0,957448.68,18125.75,26,91,9.77,9.67,13.77,9.72,3.3,韓國,-0.059982,1.5913391,12,,,,,,
2025-01-27,星期一,凌晨1:50,凌晨班機,TPE,清晨5:30,凌晨抵達,ICN,易斯達航空,6,直達航班。,Non-stop,2 小時 40 分鐘,160,No,1,Boeing 737,0,ZE 8826,經濟艙,2,8876,8200,9000.0,501484.98,9325.0,60,54,9.09,9.01,13.13,9.11,4.11,韓國,-0.059982,1.5913391,1,,,,,,
2025-01-27,星期一,清晨7:55,早晨班機,TPE,上午11:20,上午抵達,ICN,中華航空,2,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Airbus A330,1,CI 160,經濟艙,2,11426,10956,11337.0,111821.14,11485.0,39,91,9.34,9.3,11.62,9.34,3.69,韓國,-0.059982,1.5913391,4,,,,,,
2025-01-27,星期一,清晨7:55,早晨班機,TPE,上午11:20,上午抵達,ICN,中華航空,2,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Airbus A330,1,CI 160,商務艙,2,22253,11158,22376.0,1383083.25,22379.0,26,91,10.01,9.32,14.14,10.02,3.3,韓國,-0.059982,1.5913391,4,14796.2198707066,15522.066508091251,15282.349,0.33883462752104204,0.30640035264796234,0.3171120857584119
2025-01-27,星期一,清晨7:05,早晨班機,TPE,上午10:30,上午抵達,ICN,長榮航空,1,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Airbus A330,1,BR 170,經濟艙,2,12347,10536,11230.0,3463416.43,11974.25,26,91,9.42,9.26,15.06,9.33,3.3,韓國,-0.059982,1.5913391,4,,,,,,
2025-01-27,星期一,清晨7:05,早晨班機,TPE,上午10:30,上午抵達,ICN,長榮航空,1,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Airbus A330,1,BR 170,商務艙,2,24346,10536,24941.0,2980426.56,23773.75,26,91,10.1,9.26,14.91,10.12,3.3,韓國,-0.059982,1.5913391,4,17124.66327220211,17859.12750873819,17027.812,0.2796818645690264,0.24878794852565578,0.28375571796624427
2025-01-27,星期一,晚上8:00,晚間班機,TPE,晚上11:30,晚間抵達,ICN,台灣虎航,4,直達航班。,Non-stop,2 小時 30 分鐘,150,No,1,Airbus A320,0,IT 602,經濟艙,2,7291,5999,7599.0,906051.28,7949.0,68,91,8.89,8.7,13.72,8.94,4.23,韓國,-0.059982,1.5913391,4,,,,,,
2025-01-27,星期一,晚上7:25,晚間班機,TPE,晚上10:55,晚間抵達,ICN,大韓航空,2,直達航班。,Non-stop,2 小時 30 分鐘,150,No,1,Boeing 787-10,1,KE 188,經濟艙,2,10967,8372,9839.0,9585528.8,11979.25,82,91,9.3,9.03,16.08,9.19,4.42,韓國,-0.059982,1.5913391,4,9966.921780607729,9140.096637405315,9671.3,0.16798449146584898,0.23700593631443412,0.1926623282185863
2025-01-27,星期一,晚上7:25,晚間班機,TPE,晚上10:55,晚間抵達,ICN,大韓航空,2,直達航班。,Non-stop,2 小時 30 分鐘,150,No,1,Boeing 787-10,1,KE 188,商務艙,2,18015,9689,17518.0,1164075.66,18447.0,26,91,9.8,9.18,13.97,9.77,3.3,韓國,-0.059982,1.5913391,4,,,,,,
2025-01-27,星期一,下午6:10,晚間班機,TPE,晚上9:35,晚間抵達,ICN,酷航,4,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Boeing 787,1,TR 896,經濟艙,2,8093,5588,8288.0,1811858.36,6188.0,48,91,9.0,8.63,14.41,9.02,3.89,韓國,-0.059982,1.5913391,4,,,,,,
2025-01-27,星期一,上午9:30,上午班機,TPE,下午1:30,下午抵達,NRT,中華航空,2,直達航班。,Non-stop,3 小時,180,No,1,Airbus A330,1,CI 100,經濟艙,2,19085,13989,21796.0,15079394.56,19124.25,18,90,9.86,9.55,16.53,9.99,2.94,日本,-0.84717,-1.180738,7,,,,,,
2025-01-27,星期一,上午9:30,上午班機,TPE,下午1:30,下午抵達,NRT,中華航空,2,直達航班。,Non-stop,3 小時,180,No,1,Airbus A330,1,CI 100,商務艙,2,34941,29284,39702.0,31044886.78,31919.5,82,90,10.46,10.28,17.25,10.59,4.42,日本,-0.84717,-1.180738,7,,,,,,
2025-01-27,星期一,上午10:35,上午班機,TPE,下午2:40,下午抵達,NRT,日本航空,3,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787,1,JL 802,經濟艙,2,17484,13468,17724.0,5708293.34,16025.0,3,90,9.77,9.51,15.56,9.78,1.39,日本,-0.84717,-1.180738,7,,,,,,
2025-01-27,星期一,上午10:35,上午班機,TPE,下午2:40,下午抵達,NRT,日本航空,3,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787,1,JL 802,商務艙,2,33425,33324,33345.0,13761.8,33459.0,51,90,10.42,10.41,9.53,10.41,3.95,日本,-0.84717,-1.180738,7,34583.240947441125,34813.52895501834,34038.953,-0.03360055433339685,-0.040483246810076125,-0.017333247407274575
2025-01-27,星期一,上午10:15,上午班機,TPE,下午2:15,下午抵達,NRT,星宇航空,5,直達航班。,Non-stop,3 小時,180,No,1,Airbus A350,1,JX 802,經濟艙,2,16791,14240,14831.0,8133161.11,20286.75,20,90,9.73,9.56,15.91,9.6,3.04,日本,-0.84717,-1.180738,7,20163.929532752398,19217.3726935624,19421.26,0.006054220969233722,0.05271309137430096,0.042662833345656646
2025-01-27,星期一,上午10:15,上午班機,TPE,下午2:15,下午抵達,NRT,星宇航空,5,直達航班。,Non-stop,3 小時,180,No,1,Airbus A350,1,JX 802,商務艙,2,33861,27171,27181.0,57903207.96,35561.0,48,90,10.43,10.21,17.87,10.21,3.89,日本,-0.84717,-1.180738,7,41204.16093514237,37040.610076095385,40746.09,-0.15868960195557966,-0.04160766221690574,-0.14580832495570992
2025-01-27,星期一,上午10:40,上午班機,TPE,下午2:55,下午抵達,NRT,樂桃航空,6,直達航班。,Non-stop,3 小時 15 分鐘,195,No,1,Airbus A320neo,0,MM 622,經濟艙,2,12534,9230,11930.0,2283575.53,11305.0,24,90,9.44,9.13,14.64,9.39,3.22,日本,-0.84717,-1.180738,7,10265.917361516433,10195.732240934787,10226.509,0.09191354608434917,0.09812187165548102,0.09539948792016807
2025-01-27,星期一,下午2:35,下午班機,TPE,下午6:40,晚間抵達,NRT,中華航空,2,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Airbus A330,1,CI 108,經濟艙,2,14650,13192,14581.0,2423894.74,14634.0,19,90,9.59,9.49,14.7,9.59,3.0,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,中午12:35,下午班機,TPE,下午4:35,下午抵達,NRT,中華航空,2,直達航班。,Non-stop,3 小時,180,No,1,Airbus A330,1,CI 104,經濟艙,2,15855,13989,15241.0,7959936.42,14232.25,18,90,9.67,9.55,15.89,9.63,2.94,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午2:35,下午班機,TPE,下午6:40,晚間抵達,NRT,中華航空,2,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Airbus A330,1,CI 108,商務艙,2,28997,28969,28997.0,144.92,29000.0,82,90,10.27,10.27,4.98,10.27,4.42,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,中午12:35,下午班機,TPE,下午4:35,下午抵達,NRT,中華航空,2,直達航班。,Non-stop,3 小時,180,No,1,Airbus A330,1,CI 104,商務艙,2,32051,29284,29313.0,25075116.79,29309.5,82,90,10.38,10.28,17.04,10.29,4.42,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午1:30,下午班機,TPE,下午5:30,下午抵達,NRT,台灣虎航,6,直達航班。,Non-stop,3 小時,180,No,1,Airbus A320,0,IT 202,經濟艙,2,11917,9399,10999.0,2733234.71,12399.0,30,90,9.39,9.15,14.82,9.31,3.43,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午2:55,下午班機,TPE,晚上7:00,晚間抵達,NRT,台灣虎航,6,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Airbus A320,0,IT 700,經濟艙,2,10596,8899,10999.0,611455.68,10999.0,16,90,9.27,9.09,13.32,9.31,2.83,日本,-0.84717,-1.180738,15,8894.063983743701,8346.36679853728,8894.49,0.19137521740670052,0.24117039744183294,0.19133646382625694
2025-01-27,星期一,中午12:50,下午班機,TPE,下午4:50,下午抵達,NRT,國泰航空,3,直達航班。,Non-stop,3 小時,180,No,1,Boeing 777,1,CX 450,經濟艙,2,15786,14626,16166.0,527172.46,15589.5,47,90,9.67,9.59,13.18,9.69,3.87,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,中午12:50,下午班機,TPE,下午4:50,下午抵達,NRT,國泰航空,3,直達航班。,Non-stop,3 小時,180,No,1,Boeing 777,1,CX 450,商務艙,2,29750,22269,35459.0,43202116.15,25572.5,39,90,10.3,10.01,17.58,10.48,3.69,日本,-0.84717,-1.180738,15,27484.339993356334,28106.567883689233,27905.895,-0.07476156001002382,-0.09909347477521685,-0.09124624230130023
2025-01-27,星期一,中午12:50,下午班機,TPE,下午4:50,下午抵達,NRT,捷星日本航空,6,直達航班。,Non-stop,3 小時,180,No,1,Airbus A321neo,0,GK 14,經濟艙,2,13132,5138,14399.0,11067880.68,13173.25,51,64,9.48,8.54,16.22,9.57,3.95,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午3:00,下午班機,TPE,晚上7:00,晚間抵達,NRT,星宇航空,5,直達航班。,Non-stop,3 小時,180,No,1,Airbus A321neo,0,JX 804,經濟艙,2,15532,14345,14873.0,1437220.58,16427.0,39,90,9.65,9.57,14.18,9.61,3.69,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午3:00,下午班機,TPE,晚上7:00,晚間抵達,NRT,星宇航空,5,直達航班。,Non-stop,3 小時,180,No,1,Airbus A321neo,0,JX 804,商務艙,2,31176,27171,27178.0,39039849.86,27180.0,52,90,10.35,10.21,17.48,10.21,3.97,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午4:00,下午班機,TPE,晚上8:05,晚間抵達,NRT,樂桃航空,6,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Airbus A320,0,MM 624,經濟艙,2,10086,8240,10430.0,1485326.85,9582.5,40,90,9.22,9.02,14.21,9.25,3.71,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午2:50,下午班機,TPE,下午6:45,晚間抵達,NRT,酷航,4,直達航班。,Non-stop,2 小時 55 分鐘,175,No,1,Airbus A321neo,0,TR 874,經濟艙,2,11360,7899,11088.0,3479717.48,11088.0,69,90,9.34,8.97,15.06,9.31,4.25,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午3:20,下午班機,TPE,晚上7:20,晚間抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時,180,No,1,Boeing 787-10,1,BR 196,經濟艙,2,14613,14170,14572.0,376887.43,14556.75,38,90,9.59,9.56,12.84,9.59,3.66,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,下午3:20,下午班機,TPE,晚上7:20,晚間抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時,180,No,1,Boeing 787-10,1,BR 196,商務艙,2,30072,29567,29596.0,6673607.22,29587.5,82,90,10.31,10.29,15.71,10.3,4.42,日本,-0.84717,-1.180738,15,,,,,,
2025-01-27,星期一,凌晨2:20,凌晨班機,TPE,清晨6:25,早晨抵達,NRT,捷星日本航空,6,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Airbus A321neo,0,GK 12,經濟艙,2,12696,4718,11656.0,9659576.64,15113.5,51,54,9.45,8.46,16.08,9.36,3.95,日本,-0.84717,-1.180738,2,7260.497198361656,7188.47719672041,7322.209,0.5196018659898993,0.524367142176173,0.515518643307308
2025-01-27,星期一,凌晨2:25,凌晨班機,TPE,清晨6:30,早晨抵達,NRT,樂桃航空,6,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Airbus A320,0,MM 620,經濟艙,2,11835,9230,11930.0,2486822.72,11555.0,39,90,9.38,9.13,14.73,9.39,3.69,日本,-0.84717,-1.180738,2,,,,,,
2025-01-27,星期一,上午8:30,早晨班機,TPE,中午12:30,下午抵達,NRT,星宇航空,5,直達航班。,Non-stop,3 小時,180,No,1,Airbus A350,1,JX 800,經濟艙,2,17864,14654,17131.0,5591773.14,15916.25,38,90,9.79,9.59,15.54,9.75,3.66,日本,-0.84717,-1.180738,7,,,,,,
2025-01-27,星期一,上午8:30,早晨班機,TPE,中午12:30,下午抵達,NRT,星宇航空,5,直達航班。,Non-stop,3 小時,180,No,1,Airbus A350,1,JX 800,商務艙,2,35872,27171,36066.0,26903512.38,33588.5,52,90,10.49,10.21,17.11,10.49,3.97,日本,-0.84717,-1.180738,7,,,,,,
2025-01-27,星期一,清晨6:40,早晨班機,TPE,上午10:45,上午抵達,NRT,酷航,4,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787,1,TR 898,經濟艙,2,12640,7899,11088.0,7634233.96,14713.0,55,90,9.44,8.97,15.85,9.31,4.03,日本,-0.84717,-1.180738,7,,,,,,
2025-01-27,星期一,上午8:50,早晨班機,TPE,中午12:55,下午抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787-10,1,BR 198,經濟艙,2,15538,14331,14891.0,1794865.07,15270.25,24,90,9.65,9.57,14.4,9.61,3.22,日本,-0.84717,-1.180738,7,,,,,,
2025-01-27,星期一,清晨7:55,早晨班機,TPE,中午12:00,下午抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787-10,1,BR 184,經濟艙,2,15556,14331,14891.0,1875952.86,15300.75,24,90,9.65,9.57,14.44,9.61,3.22,日本,-0.84717,-1.180738,7,15849.389078172962,16287.581598860597,16294.434,-0.03585700558292648,-0.06449563576037758,-0.064943456611604
2025-01-27,星期一,上午8:50,早晨班機,TPE,中午12:55,下午抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787-10,1,BR 198,商務艙,2,34213,29589,29607.0,45251887.21,29604.0,50,90,10.44,10.3,17.63,10.3,3.93,日本,-0.84717,-1.180738,7,,,,,,
2025-01-27,星期一,清晨7:55,早晨班機,TPE,中午12:00,下午抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787-10,1,BR 184,商務艙,2,34054,29589,29606.0,44407651.89,33182.25,51,90,10.44,10.3,17.61,10.3,3.95,日本,-0.84717,-1.180738,7,29144.345489523024,30336.890445285568,29820.543,0.12168868929855498,0.08574944600545269,0.10131040032698205
2025-01-27,星期一,上午9:35,上午班機,TPE,下午2:30,下午抵達,SIN,長榮航空,1,直達航班。,Non-stop,4 小時 55 分鐘,295,No,1,Boeing 777,1,BR 215,經濟艙,2,15972,6915,15978.0,4809492.15,15907.25,91,83,9.68,8.84,15.39,9.68,4.52,新加坡,2.1585612,1.0416285,1,,,,,,
2025-01-27,星期一,下午2:10,下午班機,TPE,下午6:55,晚間抵達,SIN,新加坡航空,1,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,SQ 877,經濟艙,2,15339,9113,15329.0,4106726.43,14783.25,91,36,9.64,9.12,15.23,9.64,4.52,新加坡,2.1585612,1.0416285,4,8825.358149304722,8736.435602663376,6551.216,0.40301637668951534,0.4090314644842389,0.5568487429819221
2025-01-27,星期一,下午5:35,下午班機,TPE,晚上10:20,晚間抵達,SIN,新加坡航空,1,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,SQ 879,商務艙,2,34145,33938,34250.5,21847.05,34173.25,82,66,10.44,10.43,9.99,10.44,4.42,新加坡,2.1585612,1.0416285,4,,,,,,
2025-01-27,星期一,下午5:35,下午班機,TPE,晚上10:20,晚間抵達,SIN,新加坡航空,1,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,SQ 879,經濟艙,2,19153,9113,17287.0,67116358.27,14853.5,91,80,9.86,9.12,18.02,9.76,4.52,新加坡,2.1585612,1.0416285,4,8825.358149304722,8736.435602663376,6551.216,0.40583982567713184,0.41182646496358594,0.5589446379430774
2025-01-27,星期一,下午4:10,下午班機,TPE,晚上8:55,晚間抵達,SIN,酷航,4,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,TR 899,經濟艙,2,7272,4998,7288.0,516480.32,7075.5,91,91,8.89,8.52,13.15,8.89,4.52,新加坡,2.1585612,1.0416285,4,8825.358149304722,8736.435602663376,6551.216,-0.24731229585255066,-0.234744626197919,0.07409853433502933
2025-01-27,星期一,凌晨12:20,凌晨班機,TPE,清晨5:05,凌晨抵達,SIN,酷航,4,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Airbus A321neo,0,TR 875,經濟艙,2,7150,4398,7288.0,916974.48,7288.0,91,91,8.88,8.39,13.73,8.89,4.52,新加坡,2.1585612,1.0416285,2,,,,,,
